id_bdq,lon_fire,lat_fire,data_pas,bioma,year,month,day,hour,code_muni,name_muni,name_state,lon_muni,lat_muni,co_ppb,no2_ppb,o3_ppb,pm25_ugm3,so2_ugm3,precipitacao_mmdia,temperatura_c,umidade_relativa_percentual,wind_speed_ms,wind_direction,fire_direction,direction_diff,upwind_30,upwind_35,upwind_40,upwind_45
 14895775 ,-52.907,-24.929,2004-01-03T16:57:00Z,Mata Atlântica,2004,1,3,18,4100459,altamira do parana,parana,-52.70980744669154,-24.80100016349565,93.2,0.1,21.9,0,0.2,NA,26.4,48,2,112,234.37748521373896,122.37748521373896,FALSE,FALSE,FALSE,FALSE
 14895775 ,-52.907,-24.929,2004-01-03T16:57:00Z,Mata Atlântica,2004,1,3,18,4128005,ubirata,parana,-52.99450601584554,-24.541034884992143,97.2,0.1,21.6,0,0.2,NA,27.3,47,2.2,107,168.4409923361584,61.44099233615839,FALSE,FALSE,FALSE,FALSE
 14895766 ,-53.093,-25.405,2004-01-03T16:57:00Z,Mata Atlântica,2004,1,3,18,4103057,boa vista da aparecida,parana,-53.41173648903694,-25.4304049443238,88.7,0.1,24.3,0,0.2,NA,27.5,48,1.6,109,85.02528493389786,23.974715066102135,TRUE,TRUE,TRUE,TRUE
 14895766 ,-53.093,-25.405,2004-01-03T16:57:00Z,Mata Atlântica,2004,1,3,18,4104055,campo bonito,parana,-52.996869603650225,-25.039634482789666,90.4,0.1,23,0,0.2,NA,26.7,47,1.8,111,193.3681290217924,82.36812902179241,FALSE,FALSE,FALSE,FALSE
 14895766 ,-53.093,-25.405,2004-01-03T16:57:00Z,Mata Atlântica,2004,1,3,18,4127858,tres barras do parana,parana,-53.18749880054594,-25.419408319478265,87.3,0.1,24.3,0,0.2,NA,27.1,49,1.6,111,80.43886302854207,30.561136971457927,FALSE,TRUE,TRUE,TRUE
 14895759 ,-51.166,-27.718,2004-01-03T16:57:00Z,Mata Atlântica,2004,1,3,18,4219150,vargem,santa catarina,-50.97815062565487,-27.4899701004296,53.7,0.1,21.7,0,0.3,NA,24.7,44,2.5,69,216.086770184029,147.086770184029,FALSE,FALSE,FALSE,FALSE
 14895759 ,-51.166,-27.718,2004-01-03T16:57:00Z,Mata Atlântica,2004,1,3,18,4219853,zortea,santa catarina,-51.54956630684079,-27.450251411681847,58.8,0.1,22.3,0,0.3,NA,25.7,45,2.2,74,128.31166029184487,54.31166029184487,FALSE,FALSE,FALSE,FALSE
 14895759 ,-51.166,-27.718,2004-01-03T16:57:00Z,Mata Atlântica,2004,1,3,18,4301800,barracao,rio grande do sul,-51.46015145837845,-27.68022987138974,59.7,0.1,22.3,0,0.3,NA,25.7,45,2.1,73,98.32003732509503,25.32003732509503,TRUE,TRUE,TRUE,TRUE
 14895757 ,-51.94,-27.177,2004-01-03T16:57:00Z,Mata Atlântica,2004,1,3,18,4207809,irani,santa catarina,-51.904107924029404,-27.016186689115944,60,0.1,22.9,0,0.3,NA,26.2,42,1.9,83,191.22976562569715,108.22976562569715,FALSE,FALSE,FALSE,FALSE
 14895721 ,-51.839,-27.302,2004-01-03T16:57:00Z,Mata Atlântica,2004,1,3,18,4200408,agua doce,santa catarina,-51.55909655529459,-27.004091658860098,58,0.1,22.6,0,0.4,NA,25.4,42,2.2,77,219.83230537343553,142.83230537343553,FALSE,FALSE,FALSE,FALSE
 14895721 ,-51.839,-27.302,2004-01-03T16:57:00Z,Mata Atlântica,2004,1,3,18,4201273,arabuta,santa catarina,-52.14859926069822,-27.157403695942843,60.5,0.1,23.3,0,0.3,NA,26.6,45,1.6,87,117.78156890199222,30.781568901992216,FALSE,TRUE,TRUE,TRUE
